report_date,lead_id,name,zip,orders
1/6/2021,0O0R7N11,Pick Nick,6300,303
1/6/2021,0OPN7311,Porto Bello,8712,658
1/6/2021,OR5QPQ5,Taha's Cafe & Restaurant,2100,158
1/6/2021,O1OO71N1,Anatolien Cafe & Restaurant,1150,0
1/6/2021,O1P50NN1,Streetfood & Würstel PRINZ,9020,22
1/6/2021,O1QONO5N,Ella Pizza&Kebap,2201,342
1/6/2021,N55QO15,Merak Traditional Charcoal Barbecue,1150,224
1/6/2021,N1Q13PR,Trattoria Triestina,1190,500
1/6/2021,N3OQQ3Q,Caktus 2,1100,1710
1/6/2021,0N5NR711,Hitomi,1080,158
1/6/2021,NNR55P7,Japanische Restaurant Nitochi,1160,292
1/6/2021,NO5PNRQ,Il Paolo,6130,447
1/6/2021,NON5R7O,Wiener Schnitzelland,1220,487
1/6/2021,NP37O0Q,Pirkl Stuben,3100,303
1/6/2021,00PR3O11,Tuya Restaurant & Lounge,1010,0
1/6/2021,00R0P55N,Alforno,2320,434
1/6/2021,O101PN7,McDonald's®,6020,224
1/6/2021,O11R3501,Forno il Gusto,8410,44
1/6/2021,O131NON1,Welt Restaurant,8435,355
1/6/2021,QP3510O,China-Restaurant Jade Garten,4040,145
1/6/2021,NPOPP57,Jimmy's Treff,5340,0
1/6/2021,13QP,Amigo Pizzeria,1030,605
1/6/2021,305PR1,Holzofenpizza Nino,1210,631
1/6/2021,31533,Goldene Schwalbe - Chinarestaurant,8020,289
1/6/2021,3P1OPP1,Pizzaservice Adam,3170,158
1/6/2021,3P55RN,Restaurant Trilogie,1080,79
1/6/2021,3ROQP,Pizza Pronto 22,1220,263
1/6/2021,0PQ0ON31,Ali Baba Burger Pizza Kebab,1150,103
1/6/2021,0QRP1Q5N,Andy's Breakfast & Burger,2551,44
1/6/2021,ONNNN3R,Pizza Kebap Selo,3340,303
1/6/2021,ONO00011,Premium Küche,6363,0
1/6/2021,ONQO117,Celentano's,4611,22
1/6/2021,OO03N17,Bella Italia Gänserndorf,2230,289
1/6/2021,53O3P7N,Kebap- und Pizzahaus,2512,171
1/6/2021,5O1Q3R3,Big11,2500,460
1/6/2021,N00N1N5,La Mariana,8650,0
1/6/2021,OP0137N1,La Dolce Ristorante & Pizzeria,4030,210
1/6/2021,OP1Q05N1,The Bablyon Restaurant,3100,0
1/6/2021,OQ305Q5,Pizzeria Lori's,2870,173
1/6/2021,OQ7P05N1,Best of Burger & Schnitzel,1100,1632
1/6/2021,OQOQO701,Roberto Pizza,6850,474
1/6/2021,NR77OPO,Asia Bistro,1160,141
1/6/2021,NRNP3PQ,Dolce Vita Pizzeria,1120,659
1/6/2021,O00RRQN1,Etno Restaurant Grill,1200,66
1/6/2021,Q03R00O,ShanghaiTan,1060,22
1/6/2021,Q157ON3,Pizza & Burger,4030,141
1/6/2021,031RPP11,Taj Restaurant,6020,252
1/6/2021,03P13P11,"Hengist Pub, Burger & Bbq",8411,119
1/6/2021,03QP0R5N,Pizzeria Violeta,5020,0
1/6/2021,03ROOP5N,Kaya's Grillecke,6832,92
1/6/2021,051N7711,Mr.Wen - Griesgasse,5020,0
1/6/2021,N50517O,Victoria's Sushi Bar,6020,1881
1/6/2021,0OONOP5N,Restaurant Pizzeria INA,1150,0
1/6/2021,OR533PN1,Sto bene,5020,0
1/6/2021,O1RNQNNN,La Marina,4050,638
1/6/2021,O30R0QN1,Pasta Bar,6020,0
1/6/2021,N1OR00Q,Burgerlicious,1100,184
1/6/2021,N31RNPO,La Bodega,8501,842
1/6/2021,05RQ5711,Kebap & More,2514,605
1/6/2021,071QR131,Chop - Suey,8045,270
1/6/2021,07PP3P11,ABC Panorama Restaurant,4040,229
1/6/2021,O3NRQ1N1,Piroschka,1180,22
1/6/2021,NP3PRRO,Kebab-Haus,1040,0
1/6/2021,00O3N0N1,Burger Boss,4614,400
1/6/2021,QQ1NR7O,Komagene,1100,0
1/6/2021,QQ5POOO,Subway,4020,0
1/6/2021,QQQ701O,Burgerista,4040,368
1/6/2021,QR0357O,Pizza Bella Bruck an der Mur,8600,940
1/6/2021,QR0O53O,Kebap & Pizza Haus Brunner,2345,382
1/6/2021,QR31PQO,Mezzaluna Pizzeria&Ristorante,1100,173
1/6/2021,ORR01R01,Pho 84,1070,286
1/6/2021,ORR53RR,Restaurant Akropolis,1220,561
1/6/2021,P1O5311,Hanil Sushi beim Naschmarkt,1040,0
1/6/2021,PO5ORQ,Di Caprio,2500,757
1/6/2021,3P7Q03,Clocktower American Bar & Grill,8053,0
1/6/2021,3QQQO0N,Best Geflügel-Fisch-Imbiss,1110,249
1/6/2021,3RN1501,ra'mien Restaurant,1060,389
1/6/2021,375003,Restaurant Briuni,1020,0
1/6/2021,5503NR3,Ristorante da Gennaro,1010,0
1/6/2021,5O31713,Pizzeria Bella Italia,3950,216
1/6/2021,O5PPPN31,Pizzeria Dino Kebap,2132,210
1/6/2021,O5QPON7,Chili Imbiss Kuchl,5431,0
1/6/2021,O7700N01,Bosporus Kebab Pizza Schnitzel Haus,2544,378
1/6/2021,OOPN3QN1,Pizzanista,1100,951
1/6/2021,OOQ3735N,Pizza-Service California,3130,44
1/6/2021,OOQP555N,Snack Palazzo,6020,0
1/6/2021,OP51QPN1,Hali's - Natürlich frische Küche,2361,595
1/6/2021,OPPN3111,Kebab House,9500,22
1/6/2021,N0Q5NR7,Road Diner,6060,645
1/6/2021,N113Q1Q,Alinos Restaurant Pizzeria,1230,108
1/6/2021,Q0ON5OO,Super Nudeln,1050,0
1/6/2021,Q157OOO,Subway,6020,227
1/6/2021,Q37P05O,Sorrento,2544,1750
1/6/2021,N7R5175,Autodiele Pizza & Grill Haus,4484,616
1/6/2021,NNNPQP7,Grill & Schnitzel House,4020,1178
1/6/2021,NRNO35Q,my Indigo,1220,138
1/6/2021,NRR00P7,Zu den 3 Goldenen Kugeln,8010,1070
1/6/2021,01R11711,Space Burger,1010,447
1/6/2021,OQPPQ001,Lucky Wok,6020,303
1/6/2021,OQR1R7R1,Restaurant Deniz,3100,184
1/6/2021,0NP3RP5N,Unicafe,8010,0
1/6/2021,0O013P5N,Döner Meister,1070,0
1/6/2021,O37PQ7R1,Unica,1020,324
1/6/2021,N55P777,Tata Vietnamese Fusion Kitchen,1070,908
1/6/2021,N70PNP7,Fratello Wartberg,4224,329
1/6/2021,N75NON5,Pizza & Burger,4481,303
1/6/2021,N777P5N,Shere Punjab,6020,145
1/6/2021,N30NQ1Q,Trattoria Pulcinella,1060,0
1/6/2021,N35N10Q,Chilidorf,1190,210
1/6/2021,05O5N75N,Restaurant Amadeus,4800,474
1/6/2021,05OQQ131,Pizza Welt Imst,6460,145
1/6/2021,NO5R70R,Hard Rock Cafe,1010,422
1/6/2021,NP1N7ON,Lin's Asia Küche,6850,400
1/6/2021,NP1RRQ7,Wienerwald,1200,413
1/6/2021,01O310N1,Pizzeria Via Della,6444,76
1/6/2021,01QO5O11,Grill & Box,8020,66
1/6/2021,OROQ1ON1,Pizza Cassano,1150,842
1/6/2021,QP7N7QO,Burger King,2351,141
1/6/2021,QR7500O,Pizzeria Riva Italia Wien,1150,688
1/6/2021,Q55PQPO,Napoli Holzofen Pizzeria,2604,474
1/6/2021,Q73QO5O,Pizzeria Wallsee,3313,421
1/6/2021,Q7PQ1,Asia Restaurant Li,2320,897
1/6/2021,0R757R11,La Sera,1150,172
1/6/2021,0RQO3711,Aangan,1220,921
1/6/2021,313NON,Tokyo Bay,5020,1134
1/6/2021,3P7503,Zum Hagenthaler,1060,879
1/6/2021,3PR003,Adisch,1160,66
1/6/2021,0PRN70N1,Mohlzeit,6280,173
1/6/2021,0Q1R7131,Zum Kaiser Stand,1110,270
1/6/2021,0QNOQP11,Mr Wang,4213,321
1/6/2021,0R1O3Q11,Mannam,1090,22
1/6/2021,3715RN,Asia Restaurant Lin,1080,216
1/6/2021,53110PN,my Indigo Salzburg Herrnau,5020,69
1/6/2021,5515P0N,Schnitzelpalast,1230,422
1/6/2021,5ORQOR3,Pizzeria Mafiosi,2462,80
1/6/2021,O77NR35N,Call Pizza 22,1220,645
1/6/2021,OO75RPR1,Star Kebap Burger Schnitzelhaus,3380,108
1/6/2021,OONR0101,Meşk,1150,0
1/6/2021,OOQ30NN1,Burger Land,8010,659
1/6/2021,N07PN37,NORDSEE,8010,132
1/6/2021,N0P1NP7,La Mozza Pizza Ranch,2201,368
1/6/2021,N0Q5NN5,La Enzoos Pizza Kebap & Co,2103,145
1/6/2021,OQ0PR111,Cavalluccio da Tommaso,1010,0
1/6/2021,Q35P13O,Asia Goong,9020,1026
1/6/2021,NN7371N,Stern Kebap Pizzahaus,9560,286
1/6/2021,NR7N505,Georgische Küche - Tamada,8020,0
1/6/2021,031RO511,Dersim Pizza & Kebap,7350,44
1/6/2021,0531R55N,Kabashis,8054,868
1/6/2021,ORO0N77,Natraj,1060,908
1/6/2021,O3570O5N,Grill Panda Box Sushi & Nudeln,8112,145
1/6/2021,O3QPPN31,l'amore Kebab House,9020,183
1/6/2021,0ONPP0N1,Web Pizza,1050,0
1/6/2021,0OP3R311,Uncle Falafel,5020,487
1/6/2021,0P1P3R11,San Michele,1060,184
1/6/2021,N353N0R,Sha Guo,1040,22
1/6/2021,07350Q5N,Vaveyla,6900,0
1/6/2021,07RR7511,Schnitzel Pizzeria Profi,1100,22
1/6/2021,0N3P5P11,Daghofer's Bar Grill Restaurant,5020,206
1/6/2021,NO5Q1Q5,Schnitzelhaus Erlaa,1230,1368
1/6/2021,NO5R5RQ,Leopoldstädter Deewan,1020,69
1/6/2021,NP51NRQ,Pizzeria Tuana,4020,1763
1/6/2021,00775P11,Semberija Grill,1020,210
1/6/2021,00N3NP11,Schnitzel King,1100,0
1/6/2021,00RQR511,Seestadt Kantine,1220,132
1/6/2021,1500711,Heurigenrestaurant Wittmann,7201,1934
1/6/2021,O0PNN35N,Erlach Wiener Restaurant,1100,1579
1/6/2021,O0PO73N1,Fuzo,4600,645
1/6/2021,ORO55N7,Wiener Börger,1230,579
1/6/2021,P30N1,La Miramare,1100,132
1/6/2021,QRNNON3,Paradiso,3500,487
1/6/2021,1OQ11,URBAN PIZZA,1130,172
1/6/2021,303RN01,Don Camillo,8045,504
1/6/2021,3301N,Gallo Bianco,1190,303
1/6/2021,3POQP,Asia Ruyi Teppanyaki,1100,303
1/6/2021,3Q7P33,Pizzeria ll Pendolino,1100,22
1/6/2021,3QNQP,Peri Pizza Restaurant,1020,22
1/6/2021,3RORPN,Pizzeria La Piazza,1200,908
1/6/2021,0PONRQ5N,Ramazottii Gastein,5630,44
1/6/2021,3553NQ1,Pizzadienst Panorama,9020,631
1/6/2021,355N03,Fiorino,1020,151
1/6/2021,ONO7N131,Ossi Kebap,9500,224
1/6/2021,OO03N701,Pizzeria Camillo,2124,132
1/6/2021,5305R53,Paradies Pizza & Kebap Haus,2232,22
1/6/2021,53157R3,Otini Pizza Kebap,4100,44
1/6/2021,557P103,Tybah,1210,474
1/6/2021,5P70ORN,Zum Stefan,1140,500
1/6/2021,5RONQ3N,Kebap & Pizzahaus B17,2514,66
1/6/2021,O773PPN1,Rosamunde Leoben,8700,447
1/6/2021,OO70PRN1,Hollywood Burger & Getränke Service,1150,776
1/6/2021,N07130Q,NORDSEE,9020,238
1/6/2021,N07OP05,La Vita Pizzeria,1050,44
1/6/2021,N0P0505,Asia Restaurant Xu,1210,1250
1/6/2021,N137R3N,Pizza Fresh & Tasty,1220,0
1/6/2021,OQ1RP5N1,Fika,4020,80
1/6/2021,OQ7N3PN1,Pizzeria Giovanni,4020,346
1/6/2021,OQN10RN1,Ossi's Kebap,2443,44
1/6/2021,RR3NNO1,XXL Brünner Stadl,1210,218
1/6/2021,Q05P07O,HEINZ Graz Nord,8051,1708
1/6/2021,Q0OPOOO,Subway,8020,97
1/6/2021,NRN11PR,Lucky Pavillon,1030,541
1/6/2021,O03PPQN1,Happy Chicken Restaurant,2700,252
1/6/2021,OQR531N1,Rojda Burger & Pizza,1100,465
1/6/2021,OQRN73N1,The Burger Lentia City,4040,44
1/6/2021,OR07R7N1,Stadtbrauhof,3300,65
1/6/2021,OR3RO001,Elit'e Kebab,6850,65
1/6/2021,N5R1Q77,Durchhaus,1070,0
1/6/2021,N7713N5,Regina Margherita,1010,249
1/6/2021,0OQ35511,Walker,4020,562
1/6/2021,0P50ON31,Gasthaus Servus,3100,460
1/6/2021,O15R5PN1,Hot Burger Box,4060,1020
1/6/2021,O1O137R1,Pizza Kaiser,1220,119
1/6/2021,N3057RO,Deli Kebap Pizza Haus,2344,316
1/6/2021,N33RRR7,Burger King,1220,434
1/6/2021,N377N57,Wei's Wok Restaurant,2500,855
1/6/2021,N37OP05,Sultan,1160,0
1/6/2021,N3OQ3RO,NORDSEE,1070,224
1/6/2021,N3PR10R,Sisi Pizzaboy,1190,2039
1/6/2021,NP3R7Q7,Pizza Mann,4030,44
1/6/2021,01001R5N,Damaskino Syrischer Steet Food,3910,22
1/6/2021,011R3R5N,Tata 9,1090,162
1/6/2021,O0NQ0031,Vapiano,1060,160
1/6/2021,O0P7PON1,Kojiro Wien,1040,80
1/6/2021,ORQN1RR,Emy's Pizza & Kebaphaus,8010,44
1/6/2021,ORRQ3RR,Wok Sushi Time,1020,1092
1/6/2021,PN3RON1,Orick's Happy Kebap,6850,227
1/6/2021,PNO37N,Artner Flora auf der Wieden,1040,92
1/6/2021,QP5N1OO,Pizzeria Parioli,8075,184
1/6/2021,QPPR7QO,Fast & Nice Restaurant,1150,368
1/6/2021,QQ71ON3,KOC Pizza Kebap Grill,2603,713
1/6/2021,Q3R5N,Kent Restaurant,1160,264
1/6/2021,3Q11RN,Der Wiener Deewan,1090,0
1/6/2021,0R55R75N,Okay Pizza & Burger,1100,1318
1/6/2021,ONN50NN1,Habibi & Hawara,1020,0
1/6/2021,OO150031,Xpress,1230,119
1/6/2021,557O07N,DAVID KING,4600,497
1/6/2021,O7530701,Antalya Kebap & Pizza,8010,0
1/6/2021,OO513Q5,Kebap & Pizza De Luxe,1230,76
1/6/2021,OO5R71N1,Aguacate Latin food,1030,76
1/6/2021,OOO05031,OttoYami sushi & grill,1060,103
1/6/2021,OORPO3N1,Centro PizzaLounge,6600,293
1/6/2021,N0N5N07,Salpicon Tacos & Salad,1060,92
1/6/2021,OQ307011,Öz Etli Ekmek,1050,22
1/6/2021,OQO377N1,Espressione,6020,470
1/6/2021,03RP7P11,Lindenhof Restaurant Holzofen Pizzeria,3370,197
1/6/2021,055ON311,Nord Burger,1210,566
1/6/2021,OQOQQQ5,Pizzeria Ristorante Al Forno,1150,171
1/6/2021,OR33N,Pizzaria Angelo,1140,329
1/6/2021,0P15R55N,Sado's Imbiss,2322,382
1/6/2021,N5P0N5O,China Restaurant Shanghai Hönigsberg,8682,526
1/6/2021,N7350N5,Pizzeria Marino,2102,329
1/6/2021,N73ONPR,China Restaurant Duft,1050,763
1/6/2021,O15PQ501,Liu's Cooking,1200,500
1/6/2021,O1OPN031,O Sole Mie,1190,44
1/6/2021,O1PPNQN1,Leo Pizzeria,8770,553
1/6/2021,O3OR13N1,Nam's,1090,92
1/6/2021,O3Q75RN1,flame Restaurant,2404,513
1/6/2021,N31QOOQ,Mr. Night's,1150,22
1/6/2021,N3770OO,Restaurant Athen,8010,160
1/6/2021,N3PR3PO,Itoya Sushi,1150,0
1/6/2021,0N0NRP11,Mr.Falafel,8010,132
1/6/2021,0N3PRQ11,Sem's Pizzeria,3494,0
1/6/2021,NOPP77O,Fandl Hendl,8053,66
1/6/2021,NP10NNN,Pizza Xpress,5400,408
1/6/2021,00R5Q311,Weinhaus Happ,6020,855
1/6/2021,O0R107N1,Stadt Kebap,6900,44
1/6/2021,O0RO0R01,The Golden Harp,1050,0
1/6/2021,P5553P,Amore Mio,1180,22
1/6/2021,Q5P310O,"Enes - Kebap, Pizza, Schnitzel",1170,118
1/6/2021,Q7Q01,Pizza Pronto,3500,1224
1/6/2021,NPR3PRO,Burger King,1200,460
1/6/2021,3OPR371,Al Forno,8052,684
1/6/2021,30N07R,Pizzeria Camillo,4850,0
1/6/2021,310Q03,Hidden Kitchen City,1010,44
1/6/2021,0Q077P11,Mama Indiya,4020,513
1/6/2021,3553RN,Pizzeria Ristorante Bellino,1120,118
1/6/2021,ONOONQN1,Asia Restaurant -Cineplexx,8055,1052
1/6/2021,51R75R3,Zara's Imbiss,1210,22
1/6/2021,53PNN03,Milano Grande,8430,474
1/6/2021,57031RN,Xu China Restaurant,8600,789
1/6/2021,570Q103,L'Osteria,5020,1180
1/6/2021,5730Q5N,Restaurant Z10,8010,607
1/6/2021,5Q351RN,Taste of India Restaurant,1040,513
1/6/2021,5QONR53,Vicky's Cooking,1150,697
1/6/2021,N0355PR,Hollywood Pizza & Burger,3400,118
1/6/2021,O5QR3ON1,Restaurant Sofia,1050,44
1/6/2021,O75P1001,Casa Costiera - Cucina di mare & Pizzeria,8010,671
1/6/2021,OOPR0031,Pizzeria La Famiglia,2130,500
1/6/2021,OPN7R5N1,Ristorante Tiziano,1120,22
1/6/2021,OPPRQRN1,"Kurtis Kebap, Pizza & Grill Spratzern",3100,645
1/6/2021,O5N1N1N1,Johnny's Chicken,5020,355
1/6/2021,N0N13N5,La Fornace,1050,0
1/6/2021,N0NR305,Dim Sum,8010,592
1/6/2021,N113RPQ,Momento,8081,289
1/6/2021,OQNOOO5N,Boba and Chill,5020,92
1/6/2021,QRO35PO,Haikky Restaurant,6020,0
1/6/2021,N7QO77O,Pizza Finezza,8322,44
1/6/2021,Q1P707O,Imi's Pizza Express Salzburg,5020,400
1/6/2021,NRO77OR,Wiener Schnitzelland,1140,649
1/6/2021,O00PPQN1,HENDLEREI,5020,0
1/6/2021,O05ROQN1,Noodlelicious,6020,195
1/6/2021,0NP1QQ11,MOU S KITCHEN,1160,218
1/6/2021,0O33RP11,Mali Thai Küche,1230,103
1/6/2021,OQP50001,Restaurant Babylon 3,1030,0
1/6/2021,OQPN7N7,Taverna Restaurant,8152,216
1/6/2021,OQQ5O1N1,Zia Emma,9020,44
1/6/2021,OR13P1N1,La Turka,1050,0
1/6/2021,O1Q77NNN,Ti Amo Pizzeria,8720,346
1/6/2021,O30NQ35N,Muminovs Food,4470,368
1/6/2021,N5N1RO7,Pho 33,1090,224
1/6/2021,N5Q5715,Bella Riva,3160,671
1/6/2021,05NN1P11,Xin Xin China Restaurant,4400,1526
1/6/2021,N1OOR37,Kirby's American Kitchen,8010,487
1/6/2021,N3O315R,McDonald's®,1090,237
1/6/2021,NNQ0OO7,Aigner Pizza,5026,816
1/6/2021,NO33N5Q,Pizzeria Venezia,2136,434
1/6/2021,00N57Q11,Selina Ristorante Pizzeria,2752,263
1/6/2021,01OOO311,Meer Sensei,6020,80
1/6/2021,O0ON07R1,Mutlu Grill Restaurant,1160,886
1/6/2021,O0OO7QN1,Bordo Café & Pizzeria,2540,378
1/6/2021,O0PQN7N1,ENZO Restaurant - Café - Bar,1010,138
1/6/2021,QOQR00O,Nice wok,1160,151
1/6/2021,QQ3307O,Ristorante Leonardo da Vinci,6020,0
1/6/2021,P1171N,Kebap Palace,1100,789
1/6/2021,NPNPONQ,Phonebox,4020,562
1/6/2021,NPO3R15,Alpin Pizza Kebap Grill,8073,422
1/6/2021,NR170NR,Wunder Kebap & Pizza Haus,6845,508
1/6/2021,3Q333R1,Pizzeria Casa Leon & Gamos,4400,335
1/6/2021,3R57P,Lee's Wok,1230,735
1/6/2021,50O00R3,Pizza-Wrap-Vegan Oscar,1070,44
1/6/2021,50OP37N,Pizzeria Wattener Hof,6112,411
1/6/2021,0RQO0O11,Mur- Pizzeria & Kebap,8010,92
1/6/2021,0RRN0R5N,City Pizza & Noodels,8700,138
1/6/2021,0PQNNO11,Ristorante Florenz Holzofen Pizzeria,2700,886
1/6/2021,0QQ75P11,PiPaPo Marktrestaurant Pizzeria,8055,357
1/6/2021,3O1OP,City Pizza,1090,118
1/6/2021,ONP0RNNN,Couture Cakes,1030,44
1/6/2021,5P7R07N,Indira Indisches Restaurant,2700,432
1/6/2021,5ROP0R3,Pizzeria La Luna,6574,22
1/6/2021,O703QO5N,Ayce,1050,0
1/6/2021,O7O31QN1,Die Insel,1220,886
1/6/2021,N055777,ULRICH,1070,474
1/6/2021,N07RN7R,Bio-Frische,1180,1449
1/6/2021,N1705OQ,Das Kimchi,1030,172
1/6/2021,N177R3O,Vabene Trattoria,2700,378
1/6/2021,OPRQONN1,His Pizza & Burger Treff,3500,97
1/6/2021,OQ500ON1,Bao Panda,1180,432
1/6/2021,OQ701031,Ting Ting Kitchen,6844,1145
1/6/2021,RQP01,Tien Du,1210,692
1/6/2021,PP13RQ,Momiji Asia Restaurant,8010,241
1/6/2021,Q1RQOQO,Som Kitchen,1100,206
1/6/2021,O03N0RP,Natsu Sushi,1070,22
1/6/2021,OR71535N,DS Arjuna,1160,0
1/6/2021,O1NN7QR,Duru,1160,130
1/6/2021,N3RPPOR,Soulkitchen by Bits & Bites,1030,44
1/6/2021,N55R357,Stadtcafe,1010,321
1/6/2021,N57OQR7,L'Osteria,1190,184
1/6/2021,N70RNRO,Eck Meck Pizza und Kebaphaus,1130,79
1/6/2021,N315O15,Restaurant San,1140,303
1/6/2021,O35PR111,Zuckero,1120,0
1/6/2021,O35RN031,Shisoya Noodle,1030,0
1/6/2021,O37ORRN1,"Vinci Pizzeria, Eiscafe und Eiswagen",6200,649
1/6/2021,O3QN01R,Ronni's,2231,579
1/6/2021,03OO1O11,Izzi Kebab & Pizza,3130,224
1/6/2021,NO57O05,Pizzeria Paparazzi,6130,435
1/6/2021,05O57711,The Green Garden,5020,44
1/6/2021,0713NP11,Burger Factory,8020,458
1/6/2021,7511511,Burger City,2345,132
1/6/2021,0N0P0Q11,Willy's Snackbar,1020,0
1/6/2021,0N17R75N,Falafel King,6020,66
1/6/2021,O07RPP01,Noodle King,1120,0
1/6/2021,O0RO0031,Restaurant im Tennis Point Vienna,1030,66
1/6/2021,O111O35N,Hollywood Pizza & Burger,3370,130
1/6/2021,QO31NQO,Lilla Boss,3830,76
1/6/2021,NQ701Q7,Papa's Bio Pizzeria,6020,76
1/6/2021,NR3RO15,Bauernwirt,8053,0
1/6/2021,0RQ31711,Restaurant Blaue Gans,5020,0
1/6/2021,33173P1,Pizze Ria,1210,631
1/6/2021,0POO1N31,The Best,4050,216
1/6/2021,0PQO0O11,Ugarit -Mediterranes Restaurant,8020,0
1/6/2021,0R5RR511,Waidhofner Pizzeria Kebab,3830,66
1/6/2021,33NR3R1,Asia Restaurant Fu Cheng,2700,768
1/6/2021,ON7QPN7,McDonald's®,8010,130
1/6/2021,ONO1N701,Il Pasto Kitchen Amore,1200,151
1/6/2021,OO131701,MyFreshly,5020,0
1/6/2021,5PQ0N7N,Pizzeria David Leonding,4060,802
1/6/2021,5Q1RNPN,Dino's Pizzeria Imbiss,6130,408
1/6/2021,5QRO1R3,Marnero,3001,184
1/6/2021,O5QN5N7,NORDSEE,1010,0
1/6/2021,O71177N1,Flax Wörgl,6300,1490
1/6/2021,O7O5P7N1,Pizzeria-Ristorante Da Vinci,6971,298
1/6/2021,OQ00N7N1,Pizzeria Bauerndorf,9462,108
1/6/2021,OQ5RP35N,Fresh Pizzeria Kebap Schnitzel & Grill,1110,0
1/6/2021,OQNQN,Pizzeria Piero,1230,476
1/6/2021,N7R17OR,Römerstube,8041,0
1/6/2021,NN1NOOR,Chaya,1100,108
1/6/2021,NN5175Q,Cook Moon,8010,0
1/6/2021,NN55R37,Kanzelkehre,6210,0
1/6/2021,Q1OO115,Diningruhm,1040,0
1/6/2021,NRNOPR7,NORDSEE,1220,0
1/6/2021,O01N3QN1,Schnitzel-Chickenhaus,1150,66
1/6/2021,N71Q537,Happy Schnitzel & Burger,2460,275
1/6/2021,N71R0OO,Pizzahaus,2353,151
1/6/2021,O3NQQO5N,Piazza Vecchia Ristorante Pizzeria,9565,0
1/6/2021,O3NQR35N,Lecker Imbiss,3100,368
1/6/2021,01RR0R11,Casa Le'one Pizzeria,1030,905
1/6/2021,0370N,Pizzeria Ristorante Bernado,1100,566
1/6/2021,N1P7Q57,Döner Kebap Zado City,9020,0
1/6/2021,N30117O,McDonald's®,1020,500
1/6/2021,N31Q50Q,Gasthaus Hofstätter,8020,408
1/6/2021,N3O731O,Restaurant Galaxie,1150,1395
1/6/2021,05OOP131,Valenta's Stammbeisl,1150,0
1/6/2021,05P51Q11,Cafe Bali,8010,0
1/6/2021,00NQQ711,Eck Meck Kebap Pizza Schnitzel,1180,184
1/6/2021,00O30P11,Soko Banja Grill,1100,0
1/6/2021,O0RQPN31,Flamingo Graz,8010,0
1/6/2021,QP5P0N3,Isola Verde,1190,205
1/6/2021,QPOPOOO,Subway,8010,0
1/6/2021,QQ1N01O,L'Osteria,1100,424
1/6/2021,OROPOQ01,XL Schnitz'l,1110,733
1/6/2021,ORP5PQ01,Liu's,1150,0
1/6/2021,PNN0P11,Piazza Azzurra,6890,789
1/6/2021,NPRNP05,Gustobox,1030,205
1/6/2021,NQN130Q,NORDSEE,8055,0
1/6/2021,3Q01QR1,Schnitzelimbiss,2340,951
1/6/2021,3QO33,Mampf,8020,974
1/6/2021,3QQN03,XxXL Grillrestaurant,1170,443
1/6/2021,3R7RRN,Don Alfredo & Der Knusperwirt,8020,332
1/6/2021,0RR7P75N,Manti,1030,183
1/6/2021,0PQ51P5N,Los Primos Pizzeria,1090,92
1/6/2021,0Q335131,Restaurant Spitzbua,6020,1265
1/6/2021,0R37NN31,Taco Buddies,4020,119
1/6/2021,37O3O,Pizza Mann,1230,92
1/6/2021,3NQ7R1,Da Contessa,1210,649
1/6/2021,ONO5O101,Popeye Kebap,5020,951
1/6/2021,OO00N77,Burger & Pizza Blitz,4020,216
1/6/2021,OO0O57N1,Pizzeria.Maradonna,3100,0
1/6/2021,53173PN,Toskana,6020,1145
1/6/2021,O7NQO77,Thai Kitchen Restaurant,1050,0
1/6/2021,OO750N11,Fatto a Mano Pizzeria,1110,141
1/6/2021,OOPO0QR1,Ötzi Kebap Imbiss,2331,216
1/6/2021,OPP0N,Pizza Station Lucia,4040,22
1/6/2021,OPPON101,Gasthaus zur Sonne,8051,0
1/6/2021,N0ONNPQ,Ricco,1020,0
1/6/2021,N13PQOR,OSES Çiğ Köfte,1100,195
1/6/2021,N13R73Q,China Restaurant Sichuan,1100,97
1/6/2021,N17R005,Wokman,4020,382
1/6/2021,OQ7Q33N1,Schabanack,4070,292
1/6/2021,Q07QN1O,Kebap & Pizzahaus,2452,224
1/6/2021,Q11Q5PO,Homolje Grill,1120,141
1/6/2021,Q1QPRPO,WELG Kebap & Pizza,8041,400
1/6/2021,NR73POQ,Wienerwald,1220,0
1/6/2021,O05R7QR,Tatlises,1100,0
1/6/2021,OR153O01,Pizza Arena,3430,126
1/6/2021,N5PO307,Royal Imbiss,6900,149
1/6/2021,O1NONNN1,Kemi's Imbiss Kebab House,2700,0
1/6/2021,O30O7RN1,JACOBBi,5071,0
1/6/2021,O31R577,Hasan's Kebap,5280,346
1/6/2021,03011Q11,Be Right Back,4020,115
1/6/2021,03O1NP11,Max & Benito,1010,132
1/6/2021,03Q0PP5N,Don Camillo,8582,92
1/6/2021,5070711,Fresh One Pot Kitchen,1010,0
1/6/2021,N3753P7,Pizza Service Alpacino Hietzing,1130,368
1/6/2021,0N5NQP5N,XL Chicago Burger,1160,138
1/6/2021,NO5O3OQ,Pizza Caponella,1200,0
1/6/2021,NP7QP3O,Pizza La Lanterne,3040,303
1/6/2021,1551711,Schali Restaurant,6020,184
1/6/2021,0157P131,Pizzahaus- Holzofengenuss,3423,205
1/6/2021,O0R55031,Hira Bistro,5020,108
1/6/2021,O13R335N,Stefano 2,1030,22
1/6/2021,ORQRPPN1,Brasilva,8020,0
